Player,MP,FG,FGA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PTS,Pos,height in inches,weight,3Pper min,FTper min,TRBper min,ASTper min,STLper min,BLKper min,TOVper min,PTSper min,3P per min,FT per min,TRB per min,AST per min,STL per min,BLK per min,TOV per min,PTS per min,FG%,3P%,FT%
Bob Dandridge,2176.0,451.0,1021.0,2.0,12.0,161.0,208.0,346.0,251.0,50.0,47.0,167.0,1065.0,SF,78,195.0,0.0009191176470588235,0.0739889705882353,0.15900735294117646,0.11534926470588236,0.02297794117647059,0.021599264705882353,0.07674632352941177,0.48943014705882354,0.0009191176470588235,0.0739889705882353,0.15900735294117646,0.11534926470588236,0.02297794117647059,0.021599264705882353,0.07674632352941177,0.48943014705882354,0.44172380019588636,0.16666666666666666,0.7740384615384616
Bob Elliott,2042.0,315.0,647.0,2.0,6.0,225.0,354.0,446.0,182.0,63.0,30.0,207.0,857.0,PF,81,225.0,0.0009794319294809011,0.11018609206660138,0.21841332027424093,0.089128305582762,0.030852105778648383,0.014691478942213516,0.10137120470127327,0.4196865817825661,0.0009794319294809011,0.11018609206660138,0.21841332027424093,0.089128305582762,0.030852105778648383,0.014691478942213516,0.10137120470127327,0.4196865817825661,0.4868624420401855,0.3333333333333333,0.635593220338983
Bob Gross,5265.0,682.0,1355.0,5.0,28.0,320.0,396.0,902.0,638.0,247.0,162.0,429.0,1689.0,SF,78,200.0,0.000949667616334283,0.060778727445394115,0.17132003798670464,0.12117758784425452,0.04691358024691358,0.03076923076923077,0.08148148148148149,0.3207977207977208,0.000949667616334283,0.060778727445394115,0.17132003798670464,0.12117758784425452,0.04691358024691358,0.03076923076923077,0.08148148148148149,0.3207977207977208,0.5033210332103321,0.17857142857142858,0.8080808080808081
Bob Hansen,11913.0,1721.0,3690.0,172.0,538.0,511.0,782.0,1359.0,1016.0,386.0,53.0,590.0,4125.0,SG,78,190.0,0.014438008897842693,0.04289431713254428,0.11407705867539662,0.08528498279190799,0.032401578107949296,0.004448921346428271,0.04952572819608831,0.3462603878116344,0.014438008897842693,0.04289431713254428,0.11407705867539662,0.08528498279190799,0.032401578107949296,0.004448921346428271,0.04952572819608831,0.3462603878116344,0.46639566395663956,0.31970260223048325,0.6534526854219949
Bob Lanier,10986.0,2270.0,4196.0,3.0,19.0,1229.0,1634.0,2560.0,1057.0,385.0,390.0,874.0,5772.0,C,83,250.0,0.00027307482250136535,0.11186965228472602,0.23302384853449845,0.0962133624613144,0.03504460222100856,0.0354997269251775,0.0795557982887311,0.525395958492627,0.00027307482250136535,0.11186965228472602,0.23302384853449845,0.0962133624613144,0.03504460222100856,0.0354997269251775,0.0795557982887311,0.525395958492627,0.5409914204003813,0.15789473684210525,0.7521419828641371
Bob McAdoo,7823.0,1823.0,3776.0,3.0,38.0,898.0,1200.0,1694.0,507.0,239.0,288.0,692.0,4547.0,C,81,210.0,0.0003834845967020325,0.11478972261280838,0.21654096893774766,0.06480889684264349,0.03055093953726192,0.036814521283395116,0.08845711363926882,0.5812348204013805,0.0003834845967020325,0.11478972261280838,0.21654096893774766,0.06480889684264349,0.03055093953726192,0.036814521283395116,0.08845711363926882,0.5812348204013805,0.4827860169491525,0.07894736842105263,0.7483333333333333
Bob McCann,2385.0,296.0,618.0,1.0,5.0,146.0,253.0,468.0,104.0,80.0,79.0,134.0,739.0,SF,78,244.0,0.0004192872117400419,0.061215932914046124,0.19622641509433963,0.04360587002096436,0.033542976939203356,0.03312368972746331,0.056184486373165615,0.309853249475891,0.0004192872117400419,0.061215932914046124,0.19622641509433963,0.04360587002096436,0.033542976939203356,0.03312368972746331,0.056184486373165615,0.309853249475891,0.47896440129449835,0.2,0.5770750988142292
Bob Sura,17260.0,2120.0,5113.0,444.0,1382.0,1566.0,2250.0,2566.0,2707.0,703.0,156.0,1336.0,6250.0,SG,77,200.0,0.025724217844727695,0.09073001158748552,0.14866743916570105,0.15683661645422944,0.040730011587485515,0.009038238702201622,0.07740440324449595,0.36210892236384706,0.025724217844727695,0.09073001158748552,0.14866743916570105,0.15683661645422944,0.040730011587485515,0.009038238702201622,0.07740440324449595,0.36210892236384706,0.4146293761001369,0.32127351664254705,0.696
Bob Thornton,3979.0,385.0,850.0,2.0,11.0,236.0,417.0,824.0,114.0,85.0,38.0,245.0,1008.0,PF,82,225.0,0.0005026388539834129,0.059311384770042726,0.20708720784116613,0.028650414677054536,0.02136215129429505,0.009550138225684845,0.061573259612968084,0.2533299824076401,0.0005026388539834129,0.059311384770042726,0.20708720784116613,0.028650414677054536,0.02136215129429505,0.009550138225684845,0.061573259612968084,0.2533299824076401,0.45294117647058824,0.18181818181818182,0.565947242206235
Bob Wilkerson,8126.0,1257.0,2935.0,11.0,66.0,541.0,694.0,1090.0,941.0,355.0,91.0,666.0,3066.0,SF,78,195.0,0.0013536795471326606,0.06657642136352449,0.13413733694314545,0.11580113216834852,0.04368693083928132,0.011198621708097465,0.081959143490032,0.37730740831897613,0.0013536795471326606,0.06657642136352449,0.13413733694314545,0.11580113216834852,0.04368693083928132,0.011198621708097465,0.081959143490032,0.37730740831897613,0.4282793867120954,0.16666666666666666,0.7795389048991355
Bobby Brown,3023.0,481.0,1254.0,156.0,491.0,96.0,118.0,186.0,424.0,73.0,8.0,223.0,1214.0,PG,74,175.0,0.051604366523321205,0.03175653324512074,0.061528283162421434,0.1402580218326166,0.024148197155143897,0.0026463777704267286,0.07376778035064506,0.40158782666225606,0.051604366523321205,0.03175653324512074,0.061528283162421434,0.1402580218326166,0.024148197155143897,0.0026463777704267286,0.07376778035064506,0.40158782666225606,0.3835725677830941,0.31771894093686354,0.8135593220338984
Bobby Cattage,522.0,88.0,218.0,1.0,7.0,65.0,85.0,107.0,11.0,13.0,0.0,31.0,242.0,PF,81,250.0,0.0019157088122605363,0.12452107279693486,0.2049808429118774,0.0210727969348659,0.02490421455938697,0.0,0.05938697318007663,0.46360153256704983,0.0019157088122605363,0.12452107279693486,0.2049808429118774,0.0210727969348659,0.02490421455938697,0.0,0.05938697318007663,0.46360153256704983,0.4036697247706422,0.14285714285714285,0.7647058823529411
Bobby Hurley,5045.0,454.0,1261.0,69.0,257.0,305.0,396.0,349.0,1057.0,143.0,7.0,471.0,1282.0,PG,72,165.0,0.013676907829534192,0.06045589692765114,0.06917740336967294,0.20951437066402379,0.02834489593657086,0.0013875123885034688,0.0933597621407334,0.2541129831516353,0.013676907829534192,0.06045589692765114,0.06917740336967294,0.20951437066402379,0.02834489593657086,0.0013875123885034688,0.0933597621407334,0.2541129831516353,0.3600317208564631,0.26848249027237353,0.7702020202020202
Bobby Jackson,18179.0,2959.0,7107.0,770.0,2173.0,1209.0,1525.0,2528.0,2084.0,749.0,73.0,1073.0,7897.0,PG,73,185.0,0.04235656526761648,0.06650530832279003,0.13906155454095384,0.1146377688541724,0.04120138621486331,0.0040156224214753285,0.05902414874305517,0.43440233236151604,0.04235656526761648,0.06650530832279003,0.13906155454095384,0.1146377688541724,0.04120138621486331,0.0040156224214753285,0.05902414874305517,0.43440233236151604,0.4163500773884902,0.354348826507133,0.7927868852459017
Bobby Jones,14412.0,2256.0,4228.0,37.0,131.0,1537.0,1934.0,2652.0,1243.0,661.0,605.0,932.0,6086.0,PF,81,210.0,0.0025673050235914515,0.10664723841243408,0.18401332223147376,0.08624757146822093,0.045864557313349985,0.041978906466833193,0.06466833194560088,0.42228698306966417,0.0025673050235914515,0.10664723841243408,0.18401332223147376,0.08624757146822093,0.045864557313349985,0.041978906466833193,0.06466833194560088,0.42228698306966417,0.533585619678335,0.2824427480916031,0.7947259565667011
Bobby Jones,14412.0,2256.0,4228.0,37.0,131.0,1537.0,1934.0,2652.0,1243.0,661.0,605.0,932.0,6086.0,PF,79,215.0,0.0025673050235914515,0.10664723841243408,0.18401332223147376,0.08624757146822093,0.045864557313349985,0.041978906466833193,0.06466833194560088,0.42228698306966417,0.0025673050235914515,0.10664723841243408,0.18401332223147376,0.08624757146822093,0.045864557313349985,0.041978906466833193,0.06466833194560088,0.42228698306966417,0.533585619678335,0.2824427480916031,0.7947259565667011
Bobby Phills,13426.0,1957.0,4416.0,342.0,878.0,897.0,1215.0,1469.0,1246.0,592.0,139.0,711.0,5153.0,SG,77,210.0,0.025472962907790855,0.06681066587218829,0.10941456874720691,0.09280500521376434,0.0440935498286906,0.01035304632802026,0.05295694920303888,0.3838075376135856,0.025472962907790855,0.06681066587218829,0.10941456874720691,0.09280500521376434,0.0440935498286906,0.01035304632802026,0.05295694920303888,0.3838075376135856,0.443161231884058,0.3895216400911162,0.7382716049382716
Bobby Portis,2102.0,369.0,811.0,48.0,148.0,87.0,125.0,633.0,87.0,41.0,33.0,91.0,873.0,PF,83,230.0,0.022835394862036156,0.04138915318744053,0.3011417697431018,0.04138915318744053,0.01950523311132255,0.01569933396764986,0.043292102759276876,0.41531874405328256,0.022835394862036156,0.04138915318744053,0.3011417697431018,0.04138915318744053,0.01950523311132255,0.01569933396764986,0.043292102759276876,0.41531874405328256,0.45499383477188654,0.32432432432432434,0.696
Bobby Simmons,11513.0,1551.0,3552.0,378.0,955.0,709.0,862.0,1791.0,710.0,396.0,83.0,522.0,4189.0,SF,79,210.0,0.03283245027360375,0.06158255884652132,0.15556327629636063,0.06166941718057848,0.0343959002866325,0.007209241726743681,0.04534005037783375,0.363849561365413,0.03283245027360375,0.06158255884652132,0.15556327629636063,0.06166941718057848,0.0343959002866325,0.007209241726743681,0.04534005037783375,0.363849561365413,0.43665540540540543,0.3958115183246073,0.8225058004640371
Bojan Bogdanovic,8135.0,1337.0,3015.0,508.0,1378.0,631.0,724.0,1022.0,389.0,131.0,28.0,453.0,3813.0,SF,80,216.0,0.06244622003687769,0.0775660725261217,0.1256299938537185,0.047818070067609096,0.016103257529194837,0.0034419176398279043,0.05568531038721573,0.4687154271665642,0.06244622003687769,0.0775660725261217,0.1256299938537185,0.047818070067609096,0.016103257529194837,0.0034419176398279043,0.05568531038721573,0.4687154271665642,0.44344941956882256,0.3686502177068215,0.8715469613259669
Boniface N'Dong,152.0,22.0,53.0,0.0,1.0,6.0,9.0,37.0,7.0,2.0,5.0,6.0,50.0,C,84,198.0,0.0,0.039473684210526314,0.24342105263157895,0.046052631578947366,0.013157894736842105,0.03289473684210526,0.039473684210526314,0.32894736842105265,0.0,0.039473684210526314,0.24342105263157895,0.046052631578947366,0.013157894736842105,0.03289473684210526,0.039473684210526314,0.32894736842105265,0.41509433962264153,0.0,0.6666666666666666
Bonzi Wells,18567.0,3429.0,7530.0,257.0,802.0,1580.0,2270.0,3328.0,1485.0,935.0,243.0,1479.0,8695.0,SG,77,210.0,0.013841762266386599,0.08509721548984758,0.17924274250013464,0.07998061076102762,0.0503581623310174,0.013087736306349976,0.07965745677815479,0.46830398017988906,0.013841762266386599,0.08509721548984758,0.17924274250013464,0.07998061076102762,0.0503581623310174,0.013087736306349976,0.07965745677815479,0.46830398017988906,0.4553784860557769,0.3204488778054863,0.6960352422907489
Boris Diaw,32946.0,4409.0,8946.0,581.0,1693.0,1177.0,1652.0,5346.0,4222.0,743.0,588.0,2224.0,10576.0,PF,80,250.0,0.017634917744187458,0.03572512596369817,0.16226552540520853,0.12814909245431919,0.022552054877678626,0.017847386632671644,0.06750440114126145,0.32101013780125054,0.017634917744187458,0.03572512596369817,0.16226552540520853,0.12814909245431919,0.022552054877678626,0.017847386632671644,0.06750440114126145,0.32101013780125054,0.4928459646769506,0.3431777909037212,0.7124697336561744
Bostjan Nachbar,7471.0,959.0,2401.0,419.0,1134.0,566.0,721.0,1078.0,384.0,180.0,105.0,377.0,2903.0,SF,81,221.0,0.05608352295542765,0.07575960380136527,0.1442912595368759,0.05139874180163298,0.02409316021951546,0.014054343461384018,0.050461785570874045,0.388569133984741,0.05608352295542765,0.07575960380136527,0.1442912595368759,0.05139874180163298,0.02409316021951546,0.014054343461384018,0.050461785570874045,0.388569133984741,0.39941690962099125,0.36948853615520283,0.7850208044382802
Bracey Wright,325.0,45.0,111.0,12.0,37.0,27.0,34.0,39.0,20.0,10.0,1.0,14.0,129.0,SG,75,210.0,0.036923076923076927,0.08307692307692308,0.12,0.06153846153846154,0.03076923076923077,0.003076923076923077,0.043076923076923075,0.39692307692307693,0.036923076923076927,0.08307692307692308,0.12,0.06153846153846154,0.03076923076923077,0.003076923076923077,0.043076923076923075,0.39692307692307693,0.40540540540540543,0.32432432432432434,0.7941176470588235
Brad Branson,856.0,152.0,360.0,0.0,1.0,87.0,120.0,206.0,52.0,32.0,30.0,58.0,391.0,PF,82,220.0,0.0,0.10163551401869159,0.24065420560747663,0.06074766355140187,0.037383177570093455,0.035046728971962614,0.06775700934579439,0.4567757009345794,0.0,0.10163551401869159,0.24065420560747663,0.06074766355140187,0.037383177570093455,0.035046728971962614,0.06775700934579439,0.4567757009345794,0.4222222222222222,0.0,0.725
Brad Daugherty,20029.0,3823.0,7189.0,2.0,14.0,2741.0,3670.0,5227.0,2028.0,422.0,397.0,1511.0,10389.0,C,84,245.0,9.98552099455789e-05,0.1368515652304159,0.26097159119277047,0.10125318288481701,0.02106944929851715,0.019821259174197414,0.07544061111388486,0.5186978880623097,9.98552099455789e-05,0.1368515652304159,0.26097159119277047,0.10125318288481701,0.02106944929851715,0.019821259174197414,0.07544061111388486,0.5186978880623097,0.5317846710251773,0.14285714285714285,0.746866485013624
Brad Davis,21938.0,2944.0,5756.0,270.0,842.0,1631.0,1965.0,1703.0,4624.0,738.0,143.0,1339.0,7789.0,PG,75,180.0,0.012307411796882122,0.07434588385449904,0.07762786033366761,0.21077582277327012,0.0336402589114778,0.006518369951682013,0.061035645911204306,0.35504603883672164,0.012307411796882122,0.07434588385449904,0.07762786033366761,0.21077582277327012,0.0336402589114778,0.006518369951682013,0.061035645911204306,0.35504603883672164,0.5114662960389159,0.32066508313539194,0.8300254452926209
Brad Holland,880.0,145.0,371.0,4.0,24.0,56.0,77.0,72.0,81.0,58.0,4.0,60.0,350.0,SG,75,180.0,0.004545454545454545,0.06363636363636363,0.08181818181818182,0.09204545454545454,0.0659090909090909,0.004545454545454545,0.06818181818181818,0.3977272727272727,0.004545454545454545,0.06363636363636363,0.08181818181818182,0.09204545454545454,0.0659090909090909,0.004545454545454545,0.06818181818181818,0.3977272727272727,0.3908355795148248,0.16666666666666666,0.7272727272727273
Brad Lohaus,14133.0,2128.0,4831.0,491.0,1356.0,538.0,727.0,2587.0,992.0,405.0,664.0,761.0,5285.0,PF,83,230.0,0.03474138541003326,0.038066935540932566,0.18304676997098987,0.07019033467770466,0.02865633623434515,0.04698224014717328,0.05384560956626336,0.37394749876176325,0.03474138541003326,0.038066935540932566,0.18304676997098987,0.07019033467770466,0.02865633623434515,0.04698224014717328,0.05384560956626336,0.37394749876176325,0.4404885116953012,0.362094395280236,0.7400275103163686
Brad Miller,28900.0,4104.0,8521.0,227.0,673.0,3152.0,3928.0,7365.0,2856.0,767.0,669.0,1612.0,11587.0,C,83,244.0,0.007854671280276816,0.10906574394463668,0.25484429065743947,0.0988235294117647,0.026539792387543254,0.02314878892733564,0.055778546712802766,0.4009342560553633,0.007854671280276816,0.10906574394463668,0.25484429065743947,0.0988235294117647,0.026539792387543254,0.02314878892733564,0.055778546712802766,0.4009342560553633,0.48163361107851194,0.337295690936107,0.8024439918533605
Brad Sellers,7854.0,1129.0,2522.0,6.0,35.0,509.0,642.0,1153.0,468.0,154.0,268.0,381.0,2773.0,PF,84,210.0,0.0007639419404125286,0.06480774127832951,0.1468041762159409,0.059587471352177235,0.0196078431372549,0.034122740005092946,0.04851031321619557,0.35306850012732366,0.0007639419404125286,0.06480774127832951,0.1468041762159409,0.059587471352177235,0.0196078431372549,0.034122740005092946,0.04851031321619557,0.35306850012732366,0.4476605868358446,0.17142857142857143,0.7928348909657321
Brad Wright,145.0,21.0,51.0,0.0,1.0,12.0,28.0,54.0,1.0,3.0,6.0,15.0,54.0,PF,83,225.0,0.0,0.08275862068965517,0.3724137931034483,0.006896551724137931,0.020689655172413793,0.041379310344827586,0.10344827586206896,0.3724137931034483,0.0,0.08275862068965517,0.3724137931034483,0.006896551724137931,0.020689655172413793,0.041379310344827586,0.10344827586206896,0.3724137931034483,0.4117647058823529,0.0,0.42857142857142855
Bradley Beal,10774.0,2122.0,4808.0,663.0,1661.0,821.0,1032.0,1152.0,1003.0,334.0,97.0,610.0,5728.0,SG,77,207.0,0.061537033599405974,0.07620196770001857,0.10692407648041581,0.09309448672730648,0.031000556896231667,0.00900315574531279,0.05661778355299796,0.5316502691665119,0.061537033599405974,0.07620196770001857,0.10692407648041581,0.09309448672730648,0.031000556896231667,0.00900315574531279,0.05661778355299796,0.5316502691665119,0.4413477537437604,0.399157134256472,0.7955426356589147
Brandan Wright,8396.0,1505.0,2473.0,0.0,15.0,512.0,754.0,1875.0,239.0,246.0,510.0,242.0,3522.0,PF,82,210.0,0.0,0.06098141972367794,0.2233206288708909,0.028465936160076227,0.029299666507860887,0.06074321105288232,0.028823249166269653,0.4194854692710815,0.0,0.06098141972367794,0.2233206288708909,0.028465936160076227,0.029299666507860887,0.06074321105288232,0.028823249166269653,0.4194854692710815,0.6085725839061868,0.0,0.6790450928381963
Brandon Armstrong,699.0,101.0,287.0,25.0,75.0,12.0,20.0,63.0,24.0,22.0,4.0,37.0,239.0,SG,77,188.0,0.0357653791130186,0.017167381974248927,0.09012875536480687,0.034334763948497854,0.031473533619456366,0.005722460658082976,0.05293276108726753,0.3419170243204578,0.0357653791130186,0.017167381974248927,0.09012875536480687,0.034334763948497854,0.031473533619456366,0.005722460658082976,0.05293276108726753,0.3419170243204578,0.3519163763066202,0.3333333333333333,0.6
Brandon Bass,16410.0,2558.0,5125.0,12.0,58.0,1447.0,1740.0,3448.0,608.0,295.0,479.0,718.0,6575.0,PF,80,250.0,0.0007312614259597807,0.08817794028031688,0.2101157830591103,0.03705057891529555,0.01797684338817794,0.02918951858622791,0.04375380865326021,0.40067032297379646,0.0007312614259597807,0.08817794028031688,0.2101157830591103,0.03705057891529555,0.01797684338817794,0.02918951858622791,0.04375380865326021,0.40067032297379646,0.4991219512195122,0.20689655172413793,0.8316091954022988
Brandon Davies,1421.0,164.0,402.0,18.0,78.0,82.0,127.0,275.0,88.0,60.0,22.0,93.0,428.0,PF,82,240.0,0.012667135819845179,0.057705840957072485,0.19352568613652357,0.06192821956368754,0.0422237860661506,0.015482054890921885,0.06544686840253343,0.3011963406052076,0.012667135819845179,0.057705840957072485,0.19352568613652357,0.06192821956368754,0.0422237860661506,0.015482054890921885,0.06544686840253343,0.3011963406052076,0.4079601990049751,0.23076923076923078,0.6456692913385826
Brandon Hunter,630.0,90.0,189.0,0.0,3.0,40.0,82.0,187.0,22.0,17.0,8.0,44.0,220.0,PF,79,260.0,0.0,0.06349206349206349,0.2968253968253968,0.03492063492063492,0.026984126984126985,0.012698412698412698,0.06984126984126984,0.3492063492063492,0.0,0.06349206349206349,0.2968253968253968,0.03492063492063492,0.026984126984126985,0.012698412698412698,0.06984126984126984,0.3492063492063492,0.47619047619047616,0.0,0.4878048780487805
Brandon Ingram,2279.0,276.0,686.0,55.0,187.0,133.0,214.0,317.0,166.0,50.0,36.0,116.0,740.0,SF,81,190.0,0.02413339183852567,0.05835892935498026,0.1390960947784116,0.07283896445809565,0.021939447125932425,0.015796401930671347,0.05089951733216323,0.3247038174637999,0.02413339183852567,0.05835892935498026,0.1390960947784116,0.07283896445809565,0.021939447125932425,0.015796401930671347,0.05089951733216323,0.3247038174637999,0.40233236151603496,0.29411764705882354,0.6214953271028038
Brandon Jennings,19309.0,3027.0,7866.0,1035.0,3022.0,1548.0,1963.0,1920.0,3672.0,772.0,107.0,1370.0,8637.0,PG,73,170.0,0.05360194727847118,0.08016986897301777,0.09943549640064218,0.1901703868662282,0.03998135584442488,0.005541457351494122,0.07095136982754156,0.44730436583976385,0.05360194727847118,0.08016986897301777,0.09943549640064218,0.1901703868662282,0.03998135584442488,0.005541457351494122,0.07095136982754156,0.44730436583976385,0.38482074752097634,0.342488418266049,0.7885888945491595
Brandon Knight,13974.0,2467.0,5935.0,750.0,2073.0,1206.0,1468.0,1521.0,1959.0,444.0,80.0,1208.0,6890.0,PG,75,189.0,0.053671103477887505,0.08630313439244311,0.10884499785315586,0.14018892228424215,0.0317732932589094,0.005724917704308,0.0864462573350508,0.49305853728352655,0.053671103477887505,0.08630313439244311,0.10884499785315586,0.14018892228424215,0.0317732932589094,0.005724917704308,0.0864462573350508,0.49305853728352655,0.4156697556866049,0.361794500723589,0.8215258855585831
Brandon Roy,11561.0,2224.0,4849.0,322.0,925.0,1366.0,1707.0,1388.0,1517.0,335.0,76.0,595.0,6136.0,SG,78,215.0,0.02785226191505925,0.11815586886947496,0.1200588184413113,0.13121702274889716,0.02897673211659891,0.00657382579361647,0.051466136147392094,0.5307499351267192,0.02785226191505925,0.11815586886947496,0.1200588184413113,0.13121702274889716,0.02897673211659891,0.00657382579361647,0.051466136147392094,0.5307499351267192,0.45865126830274283,0.3481081081081081,0.8002343292325718
Brandon Rush,10564.0,1220.0,2861.0,522.0,1300.0,288.0,408.0,1413.0,468.0,222.0,262.0,400.0,3250.0,SG,78,220.0,0.049413101098068915,0.027262400605831124,0.13375615297235896,0.044301400984475575,0.021014767133661492,0.024801211662249148,0.03786444528587656,0.30764861794774706,0.049413101098068915,0.027262400605831124,0.13375615297235896,0.044301400984475575,0.021014767133661492,0.024801211662249148,0.03786444528587656,0.30764861794774706,0.4264243271583362,0.4015384615384615,0.7058823529411765
Brandon Williams,163.0,17.0,57.0,3.0,10.0,4.0,8.0,18.0,3.0,8.0,3.0,12.0,41.0,SG,78,215.0,0.018404907975460124,0.024539877300613498,0.11042944785276074,0.018404907975460124,0.049079754601226995,0.018404907975460124,0.0736196319018405,0.25153374233128833,0.018404907975460124,0.024539877300613498,0.11042944785276074,0.018404907975460124,0.049079754601226995,0.018404907975460124,0.0736196319018405,0.25153374233128833,0.2982456140350877,0.3,0.5
Brendan Haywood,21035.0,2386.0,4490.0,0.0,5.0,1470.0,2491.0,5590.0,485.0,346.0,1267.0,950.0,6242.0,C,84,268.0,0.0,0.06988352745424292,0.265747563584502,0.023056810078440695,0.016448775849774187,0.060232945091514146,0.04516282386498693,0.29674352270026144,0.0,0.06988352745424292,0.265747563584502,0.023056810078440695,0.016448775849774187,0.060232945091514146,0.04516282386498693,0.29674352270026144,0.5314031180400891,0.0,0.5901244480128462
Brent Barry,25243.0,3109.0,6807.0,1485.0,3671.0,1416.0,1715.0,2951.0,3045.0,1019.0,280.0,1393.0,9119.0,SG,78,185.0,0.05882818999326546,0.05609475894307333,0.11690369607415917,0.1206275006932615,0.040367626668779466,0.011092183971794161,0.05518361525967595,0.361248662995682,0.05882818999326546,0.05609475894307333,0.11690369607415917,0.1206275006932615,0.040367626668779466,0.011092183971794161,0.05518361525967595,0.361248662995682,0.4567357132363743,0.40452192862980113,0.8256559766763848
Brent Price,7007.0,818.0,1918.0,363.0,938.0,482.0,585.0,684.0,1236.0,313.0,16.0,626.0,2481.0,PG,73,165.0,0.05180533751962323,0.06878835450264022,0.09761666904524047,0.17639503353789068,0.04466961609818753,0.0022834308548594262,0.08933923219637506,0.3540744969316398,0.05180533751962323,0.06878835450264022,0.09761666904524047,0.17639503353789068,0.04466961609818753,0.0022834308548594262,0.08933923219637506,0.3540744969316398,0.4264859228362878,0.38699360341151384,0.8239316239316239
Brett Szabo,662.0,54.0,121.0,0.0,1.0,45.0,61.0,165.0,17.0,16.0,32.0,41.0,153.0,C,83,230.0,0.0,0.06797583081570997,0.24924471299093656,0.0256797583081571,0.02416918429003021,0.04833836858006042,0.061933534743202415,0.2311178247734139,0.0,0.06797583081570997,0.24924471299093656,0.0256797583081571,0.02416918429003021,0.04833836858006042,0.061933534743202415,0.2311178247734139,0.4462809917355372,0.0,0.7377049180327869
